Order_ID,Order_Date,SKU,Supplier_ID,Warehouse_ID,Units_Sold,Unit_Price,Unit_Cost,Delivery_Date
ORD02152,2/28/2024,SKU014,SUP02,WH3,38,54.72,36.44,3/9/2024
ORD02153,6/11/2024,SKU100,SUP03,WH2,35,234.64,179.94,6/15/2024
ORD02154,9/30/2024,SKU072,SUP02,WH2,43,186.88,120.22,10/11/2024
ORD02155,3/18/2024,SKU117,SUP08,WH4,25,176.62,143.87,3/26/2024
ORD02156,1/10/2024,SKU007,SUP08,WH2,25,247.33,181.98,1/13/2024
ORD02157,3/21/2024,SKU103,SUP09,WH3,46,199.15,130.2,3/25/2024
ORD02158,7/5/2024,SKU070,SUP04,WH3,47,63.11,41.37,7/19/2024
ORD02159,7/27/2024,SKU044,SUP09,WH3,9,97.06,54.1,8/4/2024
ORD02160,8/1/2024,SKU047,SUP03,WH4,31,104.52,60.54,8/9/2024
ORD02161,11/3/2024,SKU102,SUP06,WH2,3,212.08,157.08,11/13/2024
ORD02162,9/15/2024,SKU018,SUP07,WH3,33,285.74,174.93,9/21/2024
ORD02163,1/3/2024,SKU064,SUP14,WH4,36,179.98,128.3,1/13/2024
ORD02164,6/10/2024,SKU065,SUP15,WH1,13,183.21,128.54,6/16/2024
ORD02165,8/21/2024,SKU052,SUP10,WH2,28,81.66,59.34,8/23/2024
ORD02166,5/23/2024,SKU054,SUP02,WH2,42,87.19,51.71,5/30/2024
ORD02167,10/22/2024,SKU030,SUP05,WH2,15,307.65,172.84,10/29/2024
ORD02168,3/2/2024,SKU099,SUP02,WH2,45,211.83,146.56,3/15/2024
ORD02169,11/21/2024,SKU030,SUP04,WH2,21,307.65,172.84,12/2/2024
ORD02170,11/21/2024,SKU048,SUP07,WH3,23,20.05,12.19,11/22/2024
ORD02171,12/31/2024,SKU049,SUP11,WH4,25,200.45,123.87,1/1/2025
ORD02172,1/22/2024,SKU075,SUP08,WH1,35,177.59,104.86,1/29/2024
ORD02173,11/4/2024,SKU117,SUP08,WH1,9,176.62,143.87,11/15/2024
ORD02174,1/17/2024,SKU113,SUP07,WH4,42,158.32,112,1/25/2024
ORD02175,1/9/2024,SKU118,SUP14,WH2,13,62.76,51.26,1/15/2024
ORD02176,2/19/2024,SKU042,SUP11,WH1,12,244.74,194.5,2/28/2024
ORD02177,3/5/2024,SKU025,SUP15,WH2,18,117.2,67.01,3/12/2024
ORD02178,8/30/2024,SKU023,SUP08,WH1,27,286.61,162.45,9/8/2024
ORD02179,6/4/2024,SKU066,SUP05,WH3,10,137.55,109.48,6/13/2024
ORD02180,2/2/2024,SKU031,SUP09,WH4,39,11.31,6.36,2/11/2024
ORD02181,4/8/2024,SKU086,SUP10,WH3,27,278.64,176.08,4/13/2024
ORD02182,12/13/2024,SKU020,SUP10,WH4,3,50.26,41.38,12/19/2024
ORD02183,10/17/2024,SKU012,SUP13,WH4,19,31.59,20.01,10/24/2024
ORD02184,6/22/2024,SKU058,SUP05,WH2,45,78.35,52.2,7/4/2024
ORD02185,4/9/2024,SKU034,SUP05,WH1,36,69.13,48.31,4/14/2024
ORD02186,6/14/2024,SKU010,SUP05,WH4,4,218.72,152.33,6/18/2024
ORD02187,11/5/2024,SKU046,SUP02,WH4,20,96.21,63.67,11/10/2024
ORD02188,2/12/2024,SKU048,SUP01,WH4,33,20.05,12.19,2/22/2024
ORD02189,10/11/2024,SKU070,SUP07,WH4,47,63.11,41.37,10/22/2024
ORD02190,7/16/2024,SKU022,SUP01,WH4,12,143.91,110.17,7/28/2024
ORD02191,8/6/2024,SKU118,SUP03,WH2,18,62.76,51.26,8/17/2024
ORD02192,9/26/2024,SKU087,SUP06,WH1,14,90.45,55.3,10/9/2024
ORD02193,11/15/2024,SKU036,SUP08,WH4,39,98.46,70.83,11/26/2024
ORD02194,10/3/2024,SKU053,SUP04,WH2,26,306.97,182.11,10/18/2024
ORD02195,4/11/2024,SKU096,SUP14,WH1,7,228.33,128.45,4/20/2024
ORD02196,7/20/2024,SKU069,SUP02,WH1,14,99.93,67.55,7/30/2024
ORD02197,3/30/2024,SKU049,SUP04,WH4,8,200.45,123.87,4/7/2024
ORD02198,9/17/2024,SKU071,SUP01,WH4,29,17.77,12.95,9/28/2024
ORD02199,7/12/2024,SKU092,SUP04,WH1,20,71.07,52.16,7/22/2024
ORD02200,2/26/2024,SKU092,SUP11,WH4,43,71.07,52.16,3/10/2024
ORD02201,10/4/2024,SKU021,SUP06,WH2,42,284.2,179.05,10/13/2024
ORD02202,6/16/2024,SKU044,SUP15,WH1,33,97.06,54.1,6/17/2024
ORD02203,7/27/2024,SKU001,SUP08,WH2,39,15.83,9.96,8/4/2024
ORD02204,8/11/2024,SKU008,SUP10,WH2,46,72.18,53.61,8/15/2024
ORD02205,6/2/2024,SKU090,SUP03,WH4,18,157.86,113.26,6/13/2024
ORD02206,9/27/2024,SKU007,SUP02,WH2,7,247.33,181.98,10/10/2024
ORD02207,9/5/2024,SKU022,SUP14,WH4,14,143.91,110.17,9/10/2024
ORD02208,12/8/2024,SKU098,SUP13,WH4,6,118.25,73.1,12/9/2024
ORD02209,2/14/2024,SKU055,SUP15,WH2,20,57.2,33.25,2/24/2024
ORD02210,1/13/2024,SKU068,SUP12,WH4,43,205.08,167.88,1/21/2024
ORD02211,6/4/2024,SKU025,SUP07,WH3,25,117.2,67.01,6/11/2024
ORD02212,9/5/2024,SKU060,SUP01,WH3,40,244.09,153.52,9/9/2024
ORD02213,11/12/2024,SKU036,SUP08,WH3,12,98.46,70.83,11/21/2024
ORD02214,11/15/2024,SKU115,SUP07,WH4,28,159.7,132.13,11/23/2024
ORD02215,6/15/2024,SKU069,SUP07,WH3,9,99.93,67.55,6/22/2024
ORD02216,2/24/2024,SKU088,SUP04,WH1,37,238.72,133.7,3/6/2024
ORD02217,5/19/2024,SKU039,SUP09,WH1,23,187.02,106.16,5/22/2024
ORD02218,12/13/2024,SKU012,SUP09,WH3,11,31.59,20.01,12/18/2024
ORD02219,1/29/2024,SKU102,SUP02,WH2,33,212.08,157.08,2/8/2024
ORD02220,11/7/2024,SKU090,SUP05,WH2,32,157.86,113.26,11/10/2024
ORD02221,11/7/2024,SKU050,SUP11,WH1,10,167.05,103.02,11/14/2024
ORD02222,2/7/2024,SKU026,SUP13,WH4,29,37.63,26.46,2/13/2024
ORD02223,4/15/2024,SKU112,SUP11,WH3,10,49.04,36.36,4/26/2024
ORD02224,6/26/2024,SKU034,SUP02,WH1,36,69.13,48.31,7/1/2024
ORD02225,5/19/2024,SKU042,SUP07,WH2,32,244.74,194.5,5/30/2024
ORD02226,8/11/2024,SKU047,SUP15,WH3,44,104.52,60.54,8/20/2024
ORD02227,8/4/2024,SKU002,SUP03,WH2,43,44.52,26.04,8/16/2024
ORD02228,2/12/2024,SKU118,SUP14,WH4,1,62.76,51.26,2/20/2024
ORD02229,12/28/2024,SKU040,SUP09,WH2,21,229.85,142.09,1/3/2025
ORD02230,4/24/2024,SKU112,SUP15,WH4,6,49.04,36.36,4/26/2024
ORD02231,7/29/2024,SKU094,SUP01,WH1,43,224.42,179.96,8/7/2024
ORD02232,2/11/2024,SKU073,SUP11,WH4,27,167.07,137.13,2/18/2024
ORD02233,3/5/2024,SKU064,SUP01,WH1,43,179.98,128.3,3/12/2024
ORD02234,6/27/2024,SKU048,SUP09,WH3,23,20.05,12.19,7/6/2024
ORD02235,5/14/2024,SKU001,SUP02,WH4,40,15.83,9.96,5/20/2024
ORD02236,8/28/2024,SKU029,SUP11,WH2,49,239.68,164.51,8/31/2024
ORD02237,1/6/2024,SKU083,SUP01,WH2,32,88.03,71.51,1/11/2024
ORD02238,9/26/2024,SKU077,SUP07,WH4,24,166.94,130.81,10/5/2024
ORD02239,2/28/2024,SKU090,SUP09,WH3,17,157.86,113.26,3/6/2024
ORD02240,5/18/2024,SKU080,SUP15,WH1,35,106.9,80.41,5/23/2024
ORD02241,1/30/2024,SKU009,SUP06,WH2,33,151.66,85.02,2/6/2024
ORD02242,3/7/2024,SKU022,SUP12,WH3,15,143.91,110.17,3/18/2024
ORD02243,10/27/2024,SKU110,SUP12,WH1,26,210.58,134.38,11/11/2024
ORD02244,7/15/2024,SKU059,SUP05,WH3,7,228.46,136.07,7/26/2024
ORD02245,4/26/2024,SKU068,SUP04,WH3,21,205.08,167.88,5/5/2024
ORD02246,2/20/2024,SKU013,SUP13,WH1,10,103.13,61.5,2/29/2024
ORD02247,5/19/2024,SKU042,SUP06,WH3,44,244.74,194.5,5/22/2024
ORD02248,1/18/2024,SKU037,SUP13,WH4,10,245.85,188.87,1/21/2024
ORD02249,3/17/2024,SKU019,SUP06,WH3,34,221.31,161.72,3/27/2024
ORD02250,9/12/2024,SKU013,SUP10,WH1,29,103.13,61.5,9/23/2024
ORD02251,7/16/2024,SKU119,SUP14,WH2,42,117.27,68.45,7/19/2024
ORD02252,1/31/2024,SKU026,SUP08,WH4,45,37.63,26.46,2/8/2024
ORD02253,7/16/2024,SKU016,SUP08,WH1,24,243.14,162.58,7/21/2024
ORD02254,12/14/2024,SKU053,SUP03,WH4,23,306.97,182.11,12/25/2024
ORD02255,4/14/2024,SKU080,SUP11,WH3,17,106.9,80.41,4/15/2024
ORD02256,9/23/2024,SKU114,SUP09,WH2,19,231.53,139.92,9/30/2024
ORD02257,2/25/2024,SKU023,SUP10,WH4,12,286.61,162.45,3/3/2024
ORD02258,12/20/2024,SKU079,SUP06,WH1,13,232.23,139.73,1/1/2025
ORD02259,10/21/2024,SKU036,SUP11,WH2,2,98.46,70.83,10/27/2024
ORD02260,4/9/2024,SKU079,SUP10,WH3,26,232.23,139.73,4/22/2024
ORD02261,6/19/2024,SKU090,SUP15,WH2,1,157.86,113.26,6/28/2024
ORD02262,8/20/2024,SKU050,SUP03,WH3,48,167.05,103.02,8/31/2024
ORD02263,4/13/2024,SKU102,SUP14,WH4,40,212.08,157.08,4/19/2024
ORD02264,7/1/2024,SKU015,SUP02,WH2,34,288.03,186.29,7/10/2024
ORD02265,4/3/2024,SKU026,SUP15,WH4,9,37.63,26.46,4/16/2024
ORD02266,3/6/2024,SKU098,SUP09,WH3,3,118.25,73.1,3/13/2024
ORD02267,11/16/2024,SKU115,SUP11,WH3,38,159.7,132.13,11/22/2024
ORD02268,4/19/2024,SKU102,SUP05,WH1,6,212.08,157.08,4/24/2024
ORD02269,2/12/2024,SKU060,SUP03,WH4,28,244.09,153.52,2/14/2024
ORD02270,3/1/2024,SKU045,SUP02,WH1,10,130.92,101.96,3/11/2024
ORD02271,3/13/2024,SKU104,SUP12,WH1,25,34.87,21.41,3/17/2024
ORD02272,7/16/2024,SKU093,SUP09,WH3,20,33.89,23.16,7/26/2024
ORD02273,8/29/2024,SKU002,SUP12,WH1,38,44.52,26.04,9/7/2024
ORD02274,8/19/2024,SKU004,SUP12,WH2,20,198.94,129.1,8/21/2024
ORD02275,7/27/2024,SKU115,SUP02,WH2,25,159.7,132.13,8/9/2024
ORD02276,2/10/2024,SKU008,SUP05,WH2,44,72.18,53.61,2/13/2024
ORD02277,5/25/2024,SKU077,SUP11,WH2,41,166.94,130.81,5/28/2024
ORD02278,6/25/2024,SKU030,SUP13,WH1,32,307.65,172.84,7/4/2024
ORD02279,11/16/2024,SKU034,SUP10,WH4,18,69.13,48.31,11/25/2024
ORD02280,12/15/2024,SKU077,SUP05,WH3,41,166.94,130.81,12/27/2024
ORD02281,12/20/2024,SKU063,SUP06,WH2,30,133.03,76.72,12/23/2024
ORD02282,6/1/2024,SKU038,SUP09,WH2,32,104.35,68.02,6/12/2024
ORD02283,2/23/2024,SKU085,SUP04,WH1,41,282.5,185.32,2/27/2024
ORD02284,6/30/2024,SKU012,SUP14,WH4,26,31.59,20.01,7/2/2024
ORD02285,5/29/2024,SKU002,SUP11,WH1,6,44.52,26.04,5/30/2024
ORD02286,1/10/2024,SKU007,SUP12,WH2,9,247.33,181.98,1/20/2024
ORD02287,8/22/2024,SKU006,SUP05,WH1,16,147.99,104.17,8/28/2024
ORD02288,4/28/2024,SKU012,SUP02,WH1,4,31.59,20.01,5/8/2024
ORD02289,4/1/2024,SKU102,SUP11,WH4,26,212.08,157.08,4/7/2024
ORD02290,6/5/2024,SKU114,SUP13,WH1,36,231.53,139.92,6/13/2024
ORD02291,10/6/2024,SKU059,SUP14,WH2,15,228.46,136.07,10/13/2024
ORD02292,7/21/2024,SKU070,SUP15,WH4,31,63.11,41.37,7/25/2024
ORD02293,10/21/2024,SKU067,SUP08,WH2,29,34.98,22.61,10/26/2024
ORD02294,1/21/2024,SKU092,SUP05,WH4,36,71.07,52.16,1/27/2024
ORD02295,9/18/2024,SKU002,SUP03,WH1,28,44.52,26.04,9/26/2024
ORD02296,11/6/2024,SKU016,SUP07,WH1,7,243.14,162.58,11/11/2024
ORD02297,9/12/2024,SKU029,SUP06,WH1,48,239.68,164.51,9/20/2024
ORD02298,4/11/2024,SKU052,SUP07,WH1,42,81.66,59.34,4/19/2024
ORD02299,11/23/2024,SKU071,SUP10,WH1,35,17.77,12.95,11/26/2024
ORD02300,12/31/2024,SKU098,SUP13,WH3,28,118.25,73.1,1/6/2025
ORD02301,11/15/2024,SKU019,SUP03,WH4,25,221.31,161.72,11/22/2024
ORD02302,1/2/2024,SKU113,SUP12,WH4,5,158.32,112,1/3/2024
ORD02303,1/25/2024,SKU079,SUP06,WH2,10,232.23,139.73,1/31/2024
ORD02304,3/6/2024,SKU097,SUP15,WH2,18,121,71.11,3/13/2024
ORD02305,2/26/2024,SKU051,SUP14,WH1,35,21.29,15.04,3/9/2024
ORD02306,2/20/2024,SKU008,SUP04,WH2,15,72.18,53.61,2/21/2024
ORD02307,11/3/2024,SKU076,SUP15,WH2,7,69.63,49.17,11/12/2024
ORD02308,11/20/2024,SKU110,SUP05,WH4,32,210.58,134.38,11/27/2024
ORD02309,12/20/2024,SKU015,SUP13,WH3,14,288.03,186.29,12/24/2024
ORD02310,3/21/2024,SKU057,SUP01,WH2,49,297.14,197.2,3/28/2024
ORD02311,9/30/2024,SKU097,SUP06,WH2,24,121,71.11,10/12/2024
ORD02312,2/5/2024,SKU120,SUP14,WH3,18,244.25,150.57,2/16/2024
ORD02313,2/29/2024,SKU092,SUP08,WH2,29,71.07,52.16,3/1/2024
ORD02314,8/3/2024,SKU045,SUP08,WH2,11,130.92,101.96,8/8/2024
ORD02315,12/17/2024,SKU114,SUP02,WH4,46,231.53,139.92,12/22/2024
ORD02316,4/24/2024,SKU033,SUP01,WH3,48,118.94,86.4,4/27/2024
ORD02317,9/14/2024,SKU006,SUP09,WH3,36,147.99,104.17,9/22/2024
ORD02318,12/27/2024,SKU099,SUP02,WH1,13,211.83,146.56,1/6/2025
ORD02319,10/19/2024,SKU092,SUP08,WH4,31,71.07,52.16,10/22/2024
ORD02320,6/21/2024,SKU020,SUP05,WH3,31,50.26,41.38,6/23/2024
ORD02321,7/10/2024,SKU030,SUP13,WH1,18,307.65,172.84,7/17/2024
ORD02322,7/25/2024,SKU038,SUP09,WH4,2,104.35,68.02,8/4/2024
ORD02323,6/2/2024,SKU010,SUP02,WH1,32,218.72,152.33,6/9/2024
ORD02324,4/13/2024,SKU010,SUP01,WH3,33,218.72,152.33,4/23/2024
ORD02325,1/16/2024,SKU062,SUP09,WH1,40,246.59,147,1/26/2024
ORD02326,2/28/2024,SKU020,SUP08,WH2,45,50.26,41.38,3/3/2024
ORD02327,5/12/2024,SKU011,SUP12,WH2,19,86.1,49.62,5/21/2024
ORD02328,4/13/2024,SKU073,SUP13,WH3,44,167.07,137.13,4/16/2024
ORD02329,7/12/2024,SKU033,SUP14,WH2,17,118.94,86.4,7/18/2024
ORD02330,3/24/2024,SKU068,SUP10,WH4,22,205.08,167.88,3/30/2024
ORD02331,11/18/2024,SKU085,SUP02,WH2,42,282.5,185.32,11/23/2024
ORD02332,8/30/2024,SKU048,SUP13,WH2,34,20.05,12.19,9/5/2024
ORD02333,11/24/2024,SKU070,SUP04,WH1,50,63.11,41.37,12/5/2024
ORD02334,5/13/2024,SKU041,SUP01,WH1,35,117.06,75.91,5/21/2024
ORD02335,4/8/2024,SKU057,SUP05,WH4,26,297.14,197.2,4/14/2024
ORD02336,12/26/2024,SKU021,SUP10,WH1,31,284.2,179.05,1/1/2025
ORD02337,3/29/2024,SKU091,SUP04,WH1,45,181.6,108.28,4/6/2024
ORD02338,1/31/2024,SKU114,SUP07,WH2,35,231.53,139.92,2/4/2024
ORD02339,12/4/2024,SKU037,SUP08,WH4,29,245.85,188.87,12/15/2024
ORD02340,9/25/2024,SKU118,SUP08,WH1,10,62.76,51.26,10/4/2024
ORD02341,4/14/2024,SKU071,SUP14,WH4,6,17.77,12.95,4/21/2024
ORD02342,12/14/2024,SKU064,SUP06,WH4,7,179.98,128.3,12/29/2024
ORD02343,9/9/2024,SKU054,SUP11,WH1,40,87.19,51.71,9/14/2024
ORD02344,11/13/2024,SKU037,SUP04,WH1,5,245.85,188.87,11/21/2024
ORD02345,8/5/2024,SKU092,SUP01,WH1,41,71.07,52.16,8/15/2024
ORD02346,3/22/2024,SKU067,SUP04,WH4,46,34.98,22.61,3/30/2024
ORD02347,5/14/2024,SKU069,SUP12,WH1,34,99.93,67.55,5/19/2024
ORD02348,5/18/2024,SKU060,SUP10,WH2,2,244.09,153.52,5/28/2024
ORD02349,6/6/2024,SKU070,SUP04,WH3,50,63.11,41.37,6/10/2024
ORD02350,11/30/2024,SKU070,SUP07,WH3,40,63.11,41.37,12/14/2024
ORD02351,12/31/2024,SKU110,SUP14,WH2,23,210.58,134.38,1/4/2025
ORD02352,1/11/2024,SKU100,SUP02,WH2,26,234.64,179.94,1/17/2024
ORD02353,5/3/2024,SKU087,SUP14,WH1,45,90.45,55.3,5/12/2024
ORD02354,1/27/2024,SKU107,SUP13,WH1,35,218.51,123.25,2/8/2024
ORD02355,12/2/2024,SKU113,SUP06,WH1,27,158.32,112,12/9/2024
ORD02356,6/17/2024,SKU024,SUP07,WH4,31,318.56,179.74,6/23/2024
ORD02357,5/6/2024,SKU042,SUP09,WH4,42,244.74,194.5,5/13/2024
ORD02358,11/11/2024,SKU032,SUP06,WH3,21,179.05,104.6,11/16/2024
ORD02359,7/29/2024,SKU039,SUP02,WH4,9,187.02,106.16,8/2/2024
ORD02360,1/16/2024,SKU042,SUP13,WH1,49,244.74,194.5,1/29/2024
ORD02361,6/19/2024,SKU072,SUP02,WH2,37,186.88,120.22,6/27/2024
ORD02362,9/14/2024,SKU082,SUP07,WH4,48,39.81,31.82,9/27/2024
ORD02363,10/23/2024,SKU118,SUP08,WH3,49,62.76,51.26,10/31/2024
ORD02364,5/1/2024,SKU004,SUP01,WH2,33,198.94,129.1,5/9/2024
ORD02365,3/11/2024,SKU113,SUP08,WH1,14,158.32,112,3/21/2024
ORD02366,8/28/2024,SKU082,SUP03,WH4,8,39.81,31.82,9/8/2024
ORD02367,2/14/2024,SKU048,SUP09,WH1,43,20.05,12.19,2/16/2024
ORD02368,12/12/2024,SKU012,SUP04,WH4,11,31.59,20.01,12/13/2024
ORD02369,1/19/2024,SKU063,SUP10,WH2,16,133.03,76.72,1/30/2024
ORD02370,6/3/2024,SKU090,SUP06,WH4,28,157.86,113.26,6/11/2024
ORD02371,6/18/2024,SKU017,SUP15,WH2,50,169.27,128.51,6/24/2024
ORD02372,10/11/2024,SKU053,SUP13,WH2,25,306.97,182.11,10/20/2024
ORD02373,8/14/2024,SKU020,SUP08,WH1,22,50.26,41.38,8/21/2024
ORD02374,9/3/2024,SKU027,SUP04,WH1,49,59.8,49.45,9/12/2024
ORD02375,11/30/2024,SKU071,SUP08,WH4,24,17.77,12.95,12/9/2024
ORD02376,11/26/2024,SKU120,SUP02,WH1,45,244.25,150.57,12/8/2024
ORD02377,5/31/2024,SKU060,SUP15,WH1,47,244.09,153.52,6/6/2024
ORD02378,11/7/2024,SKU031,SUP07,WH1,17,11.31,6.36,11/19/2024
ORD02379,5/21/2024,SKU065,SUP05,WH4,31,183.21,128.54,5/26/2024
ORD02380,9/10/2024,SKU033,SUP02,WH1,24,118.94,86.4,9/21/2024
ORD02381,3/7/2024,SKU052,SUP02,WH3,32,81.66,59.34,3/20/2024
ORD02382,7/3/2024,SKU118,SUP08,WH1,43,62.76,51.26,7/18/2024
ORD02383,11/21/2024,SKU088,SUP04,WH4,4,238.72,133.7,11/25/2024
ORD02384,1/5/2024,SKU007,SUP04,WH4,27,247.33,181.98,1/15/2024
ORD02385,10/8/2024,SKU030,SUP02,WH4,29,307.65,172.84,10/14/2024
ORD02386,3/18/2024,SKU010,SUP01,WH1,34,218.72,152.33,3/26/2024
ORD02387,4/24/2024,SKU055,SUP11,WH4,4,57.2,33.25,4/30/2024
ORD02388,4/26/2024,SKU023,SUP01,WH3,29,286.61,162.45,5/9/2024
ORD02389,7/6/2024,SKU118,SUP12,WH3,41,62.76,51.26,7/12/2024
ORD02390,8/22/2024,SKU018,SUP03,WH1,34,285.74,174.93,9/1/2024
ORD02391,12/31/2024,SKU055,SUP12,WH1,11,57.2,33.25,1/11/2025
ORD02392,1/7/2024,SKU013,SUP02,WH1,17,103.13,61.5,1/11/2024
ORD02393,10/1/2024,SKU021,SUP05,WH2,29,284.2,179.05,10/7/2024
ORD02394,9/30/2024,SKU028,SUP01,WH2,36,155.12,88.29,10/7/2024
ORD02395,5/3/2024,SKU026,SUP07,WH4,31,37.63,26.46,5/7/2024
ORD02396,11/6/2024,SKU022,SUP10,WH4,21,143.91,110.17,11/15/2024
ORD02397,10/21/2024,SKU079,SUP13,WH4,35,232.23,139.73,10/24/2024
ORD02398,3/6/2024,SKU061,SUP13,WH4,32,83.23,51.34,3/16/2024
ORD02399,10/7/2024,SKU039,SUP15,WH4,29,187.02,106.16,10/16/2024
ORD02400,1/19/2024,SKU115,SUP03,WH4,5,159.7,132.13,1/25/2024
ORD02401,3/23/2024,SKU101,SUP04,WH4,49,230.28,177.98,4/6/2024
ORD02402,8/3/2024,SKU103,SUP02,WH2,21,199.15,130.2,8/8/2024
ORD02403,12/30/2024,SKU060,SUP06,WH2,5,244.09,153.52,1/5/2025
ORD02404,8/30/2024,SKU008,SUP14,WH1,39,72.18,53.61,9/5/2024
ORD02405,7/2/2024,SKU067,SUP09,WH1,16,34.98,22.61,7/8/2024
ORD02406,4/26/2024,SKU007,SUP03,WH2,27,247.33,181.98,5/7/2024
ORD02407,6/2/2024,SKU059,SUP07,WH3,40,228.46,136.07,6/8/2024
ORD02408,4/19/2024,SKU085,SUP11,WH3,2,282.5,185.32,4/29/2024
ORD02409,10/3/2024,SKU048,SUP06,WH4,15,20.05,12.19,10/6/2024
ORD02410,3/31/2024,SKU033,SUP01,WH4,45,118.94,86.4,4/4/2024
ORD02411,12/10/2024,SKU111,SUP09,WH1,13,8.7,5.99,12/16/2024
ORD02412,10/5/2024,SKU113,SUP09,WH3,5,158.32,112,10/12/2024
ORD02413,4/26/2024,SKU120,SUP08,WH1,14,244.25,150.57,5/7/2024
ORD02414,11/9/2024,SKU014,SUP15,WH3,32,54.72,36.44,11/14/2024
ORD02415,1/17/2024,SKU012,SUP12,WH3,5,31.59,20.01,1/25/2024
ORD02416,12/31/2024,SKU008,SUP14,WH1,23,72.18,53.61,1/12/2025
ORD02417,9/3/2024,SKU031,SUP05,WH2,25,11.31,6.36,9/12/2024
ORD02418,12/7/2024,SKU096,SUP03,WH2,6,228.33,128.45,12/15/2024
ORD02419,1/29/2024,SKU112,SUP08,WH1,44,49.04,36.36,2/1/2024
ORD02420,8/20/2024,SKU063,SUP01,WH1,15,133.03,76.72,9/2/2024
ORD02421,12/23/2024,SKU059,SUP09,WH4,14,228.46,136.07,12/27/2024
ORD02422,5/6/2024,SKU065,SUP14,WH4,46,183.21,128.54,5/11/2024
ORD02423,3/1/2024,SKU009,SUP09,WH2,16,151.66,85.02,3/6/2024
ORD02424,10/8/2024,SKU054,SUP03,WH4,25,87.19,51.71,10/14/2024
ORD02425,12/27/2024,SKU086,SUP11,WH3,19,278.64,176.08,1/4/2025
ORD02426,3/9/2024,SKU114,SUP10,WH2,29,231.53,139.92,3/20/2024
ORD02427,10/15/2024,SKU022,SUP01,WH4,19,143.91,110.17,10/16/2024
ORD02428,4/7/2024,SKU118,SUP12,WH3,33,62.76,51.26,4/8/2024
ORD02429,8/19/2024,SKU081,SUP05,WH2,39,295.33,187.66,8/23/2024
ORD02430,3/8/2024,SKU057,SUP03,WH2,32,297.14,197.2,3/21/2024
ORD02431,12/24/2024,SKU107,SUP11,WH3,40,218.51,123.25,1/2/2025
ORD02432,8/27/2024,SKU111,SUP02,WH1,22,8.7,5.99,9/3/2024
ORD02433,12/27/2024,SKU107,SUP08,WH1,32,218.51,123.25,12/28/2024
ORD02434,12/28/2024,SKU119,SUP14,WH4,13,117.27,68.45,1/2/2025
ORD02435,11/13/2024,SKU076,SUP06,WH4,13,69.63,49.17,11/24/2024
ORD02436,8/28/2024,SKU001,SUP04,WH1,4,15.83,9.96,9/8/2024
ORD02437,1/6/2024,SKU024,SUP15,WH3,9,318.56,179.74,1/14/2024
ORD02438,11/3/2024,SKU016,SUP09,WH4,41,243.14,162.58,11/16/2024
ORD02439,6/11/2024,SKU066,SUP06,WH4,16,137.55,109.48,6/20/2024
ORD02440,7/11/2024,SKU116,SUP09,WH2,42,61.87,48.73,7/18/2024
ORD02441,7/16/2024,SKU029,SUP13,WH4,31,239.68,164.51,7/22/2024
ORD02442,8/29/2024,SKU085,SUP03,WH4,20,282.5,185.32,9/2/2024
ORD02443,7/25/2024,SKU094,SUP03,WH1,20,224.42,179.96,8/1/2024
ORD02444,4/10/2024,SKU114,SUP02,WH4,50,231.53,139.92,4/22/2024
ORD02445,10/2/2024,SKU043,SUP08,WH2,4,302.32,192.68,10/10/2024
ORD02446,11/26/2024,SKU069,SUP10,WH4,28,99.93,67.55,12/6/2024
ORD02447,9/30/2024,SKU075,SUP04,WH3,36,177.59,104.86,10/3/2024
ORD02448,8/6/2024,SKU054,SUP09,WH4,34,87.19,51.71,8/7/2024
ORD02449,8/10/2024,SKU094,SUP15,WH1,39,224.42,179.96,8/18/2024
ORD02450,6/18/2024,SKU021,SUP14,WH4,27,284.2,179.05,7/2/2024
ORD02451,6/18/2024,SKU099,SUP07,WH3,21,211.83,146.56,6/26/2024
ORD02452,2/17/2024,SKU020,SUP03,WH2,41,50.26,41.38,2/27/2024
ORD02453,2/25/2024,SKU038,SUP13,WH1,17,104.35,68.02,3/7/2024
ORD02454,11/24/2024,SKU096,SUP02,WH1,27,228.33,128.45,12/1/2024
ORD02455,6/8/2024,SKU044,SUP15,WH3,50,97.06,54.1,6/18/2024
ORD02456,4/11/2024,SKU016,SUP01,WH3,23,243.14,162.58,4/24/2024
ORD02457,1/11/2024,SKU103,SUP12,WH1,39,199.15,130.2,1/24/2024
ORD02458,10/8/2024,SKU061,SUP10,WH1,44,83.23,51.34,10/17/2024
ORD02459,9/16/2024,SKU075,SUP09,WH2,12,177.59,104.86,9/24/2024
ORD02460,5/16/2024,SKU037,SUP01,WH2,35,245.85,188.87,5/23/2024
ORD02461,6/25/2024,SKU055,SUP15,WH2,13,57.2,33.25,7/5/2024
ORD02462,6/3/2024,SKU026,SUP07,WH2,7,37.63,26.46,6/15/2024
ORD02463,1/7/2024,SKU056,SUP03,WH3,23,175.56,100.44,1/15/2024
ORD02464,2/27/2024,SKU049,SUP11,WH4,38,200.45,123.87,3/7/2024
ORD02465,2/20/2024,SKU042,SUP02,WH4,23,244.74,194.5,3/2/2024
ORD02466,10/17/2024,SKU086,SUP08,WH4,25,278.64,176.08,10/27/2024
ORD02467,11/7/2024,SKU107,SUP11,WH1,41,218.51,123.25,11/10/2024
ORD02468,1/15/2024,SKU084,SUP14,WH4,15,41.21,27.13,1/19/2024
